MS SubClass,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Gr Liv Area,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Wood Deck SF,Pool Area,Mo Sold,Yr Sold,SalePrice,Bathrooms,Porch SF,Total SF
160,1890,6,6,1972,1972,987,2,5,0,411,0,4,2008,100500,2,0,987
160,2364,6,5,1978,1978,1456,3,6,1,147,0,4,2009,138000,3,0,1456
120,3182,7,5,2005,2006,1220,2,5,1,100,0,8,2009,180000,2,16,1220
90,11475,5,5,1958,1958,1776,4,9,0,0,0,7,2009,110000,2,25,1776
20,10665,7,5,2003,2003,1479,3,7,0,144,0,6,2007,226000,2,29,1479
160,1894,4,5,1970,1970,1092,3,6,0,0,0,4,2006,71000,2,24,1092
160,1950,6,6,1980,1980,1556,3,6,1,161,0,7,2008,151000,3,0,1556
60,17104,7,5,2006,2006,1496,3,7,1,100,0,9,2006,179665,3,24,1496
50,9738,5,7,1924,1950,1221,4,7,0,0,0,3,2006,104900,1,236,1221
20,5470,3,5,1958,1958,792,2,4,0,0,0,8,2009,99900,1,90,792
50,18030,5,6,1946,1994,3086,3,12,1,122,0,3,2007,200500,3,0,3086
20,10533,6,6,1956,1956,1024,2,5,2,0,0,8,2006,157500,1,280,1024
20,8250,6,7,1964,1964,1092,3,6,0,0,0,7,2008,145000,1,0,1092
20,10816,9,5,2008,2008,1720,3,8,1,208,0,11,2009,332000,2,104,1720
80,13860,8,7,1972,1995,2704,4,9,3,269,0,7,2009,345000,3,111,2704
30,4118,4,4,1941,1950,693,2,4,0,0,0,3,2006,52500,1,20,693
90,12640,6,5,1976,1976,1728,4,8,0,40,0,7,2006,150900,2,0,1728
75,5350,7,8,1920,1965,1450,3,7,0,0,0,3,2008,132000,1,192,1450
45,4388,5,7,1930,1950,840,3,5,1,0,0,6,2007,87000,1,0,840
80,6305,6,6,1975,1975,1096,3,5,1,0,0,6,2010,125200,1,0,1096
30,17529,5,5,1924,1950,872,2,5,1,0,0,4,2006,105000,1,116,872
90,11070,7,5,1988,1989,1959,5,9,0,0,0,7,2006,171000,3,0,1959
160,2665,5,6,1976,1976,1304,3,4,1,141,0,6,2008,115000,2,24,1304
60,11207,6,5,1997,1997,1511,3,8,1,95,0,6,2006,185000,3,75,1511
20,19138,4,5,1951,1951,864,2,4,0,0,0,6,2010,141000,1,0,864
20,9768,5,5,1955,1955,960,2,5,0,0,0,2,2009,122000,1,70,960
20,10634,5,6,1953,1953,1319,3,5,0,66,0,11,2009,123000,1,0,1319
160,2205,6,6,1973,1973,1092,3,6,0,144,0,2,2007,113500,2,0,1092
90,9750,5,6,1965,1965,1625,4,8,0,0,0,8,2008,140500,2,0,1625
50,6435,6,5,1939,1950,1577,3,6,1,0,0,10,2006,140200,1,0,1577
20,8339,5,7,1959,1959,882,3,5,0,0,0,7,2007,106500,1,0,882
60,10316,7,5,2000,2000,1865,3,7,1,0,0,6,2008,235000,3,184,1865
120,4045,7,5,2006,2006,1500,2,6,1,161,0,10,2006,246578,2,20,1500
60,10237,6,5,2005,2006,1536,3,6,1,100,0,6,2007,176000,3,38,1536
60,14762,5,6,1948,1950,2320,2,7,1,120,0,5,2006,169000,2,144,2320
70,5775,6,7,1915,2002,1427,3,7,0,0,0,2,2009,123000,1,136,1427
60,12209,6,5,2001,2002,1961,3,7,1,125,0,6,2009,215000,3,192,1961
30,6120,5,6,1945,1995,808,1,6,0,0,0,6,2008,81300,1,48,808
50,11700,5,6,1937,1995,1938,4,7,1,0,0,7,2008,198000,2,40,1938
70,6882,6,7,1914,2006,1355,3,7,0,136,0,3,2007,127000,2,115,1355
20,7350,5,6,1958,1958,1041,3,6,0,0,0,3,2009,128000,1,0,1041
30,7741,6,5,1924,1950,1032,2,5,0,0,0,6,2006,108000,1,112,1032
30,4280,5,6,1913,2002,694,2,4,1,0,0,3,2007,90350,1,34,694
60,8000,6,6,1970,1970,2411,4,8,1,0,0,6,2007,240050,3,192,2411
20,8400,5,5,1955,1955,925,3,5,2,81,0,3,2007,116900,1,0,925
20,11341,5,6,1957,1996,1392,3,5,1,0,0,5,2010,121500,2,95,1392
20,9100,6,6,1959,1959,864,2,5,0,0,0,10,2009,127500,1,0,864
60,9636,6,5,1992,1993,1593,3,7,1,342,0,12,2009,178000,3,40,1593
20,6600,5,6,1982,2005,845,3,6,0,0,0,7,2008,134500,1,0,845
50,9140,6,5,1921,1975,1107,2,5,0,0,0,4,2010,110000,1,256,1107
120,3203,7,5,2006,2006,1145,2,6,0,100,0,1,2010,160000,2,116,1145
20,7945,5,6,1959,1959,1150,3,6,0,0,0,5,2006,141000,1,0,1150
50,6956,4,7,1948,1950,936,3,5,0,0,0,4,2006,97900,1,0,936
60,15810,6,5,2007,2007,1496,3,7,0,100,0,5,2007,181755,3,0,1496
20,31770,6,5,1960,1960,1656,3,7,2,210,0,5,2010,215000,1,62,1656
160,2160,7,5,1999,2000,1404,3,5,0,20,0,6,2008,170000,3,0,1404
30,8534,4,4,1925,1950,672,2,4,0,0,0,6,2006,72000,1,112,672
60,10179,6,5,1997,1997,1608,3,7,1,252,0,7,2009,189500,3,30,1608
20,14753,7,5,1998,1998,1463,3,5,0,0,0,12,2009,207000,2,81,1463
20,7763,5,7,1962,1980,1283,3,6,0,0,0,10,2008,140000,1,0,1283
20,8368,7,5,2006,2007,1689,3,7,0,100,0,4,2007,231713,2,39,1689
60,12394,7,5,2003,2003,1733,3,7,1,100,0,10,2007,225000,3,48,1733
20,9000,6,5,1956,1956,1196,2,6,1,0,0,5,2008,139000,1,44,1196
30,8480,5,6,1945,1950,793,2,4,0,0,0,8,2009,113000,1,0,793
20,8400,5,5,1957,1957,1364,3,6,1,0,0,3,2006,132000,2,60,1364
50,6120,5,6,1926,1950,1281,2,6,0,25,0,8,2007,132500,1,0,1281
50,6120,5,7,1930,1984,1324,3,7,0,0,0,2,2006,110000,1,55,1324
60,12352,7,5,1998,1999,1753,3,7,1,0,0,3,2007,217000,3,74,1753
20,12518,5,7,1968,1968,1008,3,6,0,144,0,4,2009,139500,1,0,1008
60,12511,7,7,1978,1978,2840,4,8,2,0,0,12,2008,292500,3,224,2840
60,63887,10,5,2008,2008,5642,3,12,3,214,480,1,2008,160000,3,292,5642
60,10790,7,5,1998,1998,2385,4,8,1,120,0,5,2007,252000,3,38,2385
20,8172,4,5,1955,1955,864,3,5,0,196,0,10,2007,79275,1,0,864
75,7793,7,7,1922,2005,2068,3,8,1,0,0,5,2010,209500,2,60,2068
50,12327,8,8,1983,2009,2132,1,5,1,349,0,9,2009,316600,2,40,2132
50,5790,3,6,1915,1950,1605,3,8,0,0,0,5,2010,107400,2,202,1605
20,8450,5,8,1965,2009,894,3,5,1,416,0,4,2010,138500,1,144,894
20,13600,5,6,1955,1955,1056,3,6,0,0,0,11,2006,125000,2,0,1056
30,6978,5,7,1926,1980,960,2,5,0,0,0,4,2007,103000,1,116,960
60,13751,7,5,2005,2006,2212,3,9,1,237,0,5,2006,309000,3,153,2212
120,7380,8,5,1998,1998,1478,2,5,0,168,0,7,2009,240000,2,43,1478
20,11500,6,4,1967,1967,1040,3,6,1,0,0,5,2009,163000,1,156,1040
50,11500,7,7,1936,1987,2057,3,6,1,0,0,6,2006,250000,2,322,2057
50,17360,6,6,1949,1950,1556,3,6,1,0,0,1,2010,172500,2,150,1556
60,12961,6,5,1993,1994,1797,3,7,1,162,0,3,2010,231000,3,312,1797
120,5005,8,5,1992,1992,1280,2,5,0,0,0,1,2010,191500,2,226,1280
120,6240,8,5,2006,2007,1342,2,6,1,0,0,6,2008,234250,2,35,1342
20,13286,9,5,2007,2008,1698,3,8,1,327,0,2,2009,320000,2,64,1698
50,16287,5,6,1925,1950,1351,3,7,1,0,0,7,2007,122000,1,143,1351
30,21780,2,4,1910,1950,810,1,4,0,119,0,3,2009,57625,1,24,810
30,6324,4,6,1927,1950,520,1,4,0,49,0,5,2008,68500,1,87,520
30,8712,4,7,1896,1950,952,3,5,0,0,0,6,2010,50138,1,265,952
90,7018,5,5,1979,1979,2240,6,12,0,154,0,6,2009,142953,2,0,2240
20,8750,5,5,1955,1955,1382,3,6,0,280,0,7,2009,153000,1,0,1382
60,7000,7,5,2003,2003,1884,3,7,1,0,0,6,2009,240900,3,35,1884
60,10237,6,5,2005,2007,1484,3,8,1,0,0,7,2007,178900,3,72,1484
20,7200,6,5,2006,2006,1262,2,5,0,0,0,5,2006,185000,2,120,1262
60,7844,6,7,1978,1978,1400,3,6,1,0,0,3,2006,149500,2,0,1400
20,9600,7,6,1973,1973,1242,3,6,1,0,0,9,2007,175500,2,0,1242
20,14418,9,5,2007,2007,1950,2,7,1,156,0,5,2008,383000,2,207,1950
50,5500,5,7,1929,2001,1316,3,6,0,0,0,4,2010,130000,1,0,1316
20,12704,8,5,2008,2009,2042,3,8,1,0,0,8,2009,253293,3,90,2042
60,9430,8,5,1999,1999,2365,3,8,1,0,0,7,2009,337000,3,308,2365
70,9600,8,9,1900,2003,1566,3,7,0,54,0,4,2010,150000,2,474,1566
90,5976,5,7,1920,1950,1248,2,8,0,0,0,12,2006,93500,2,386,1248
50,7506,5,8,1925,1950,1159,3,5,0,84,0,5,2008,114000,1,96,1159
50,10800,5,6,1915,1950,1652,4,7,0,0,0,6,2010,139000,2,196,1652
20,13891,8,5,2007,2008,1710,2,6,1,0,0,1,2008,372402,2,102,1710
50,7200,5,6,1955,1967,1588,3,6,0,0,0,3,2008,150000,2,0,1588
20,7514,5,7,1967,1975,1387,3,6,1,0,0,9,2006,145000,1,240,1387
20,9200,5,6,1975,1980,938,3,5,0,145,0,7,2008,130250,1,0,938
20,13052,5,6,1965,1965,1024,3,5,0,0,0,1,2006,120875,2,0,1024
90,7018,5,5,1979,1979,1535,4,8,0,0,0,6,2009,118858,2,0,1535
20,9100,5,5,1963,1963,984,3,5,1,145,0,8,2008,128000,1,56,984
50,13053,6,7,1923,2000,1848,4,8,1,0,0,6,2008,207000,2,220,1848
20,10240,6,6,1980,1980,1686,3,7,1,384,0,5,2006,207500,2,131,1686
20,10010,5,5,1974,1975,1389,2,6,1,240,0,4,2006,170000,1,38,1389
90,9825,5,5,1965,1965,1664,4,8,0,0,0,5,2010,100000,2,0,1664
80,7750,7,5,1999,2000,1430,3,7,1,0,0,3,2009,156000,3,0,1430
20,6600,5,5,1962,1962,894,2,5,0,0,0,8,2009,109500,1,0,894
20,7390,5,7,1955,1955,1098,3,6,0,0,0,7,2008,135000,1,0,1098
120,8849,9,5,2005,2005,1684,2,6,1,495,0,7,2008,266000,2,72,1684
60,8158,7,5,2002,2002,1729,3,7,0,386,0,8,2007,200000,3,63,1729
80,11800,4,7,1949,2002,1382,1,6,1,0,0,5,2007,110000,2,40,1382
20,9790,6,5,1963,1963,1328,3,6,2,0,0,6,2010,143000,2,26,1328
160,2160,5,6,1973,1973,1365,3,7,1,0,0,6,2006,125500,2,36,1365
90,12436,5,5,1957,1957,1824,5,9,0,0,0,1,2008,146000,2,0,1824
20,8546,4,5,2003,2004,1121,2,5,0,132,0,3,2010,140000,2,64,1121
20,9560,5,7,1972,1972,864,3,5,0,0,0,6,2006,128500,1,0,864
20,8050,5,6,1967,1993,1107,3,5,0,88,0,3,2007,127000,1,64,1107
60,15623,10,5,1996,1996,4476,4,10,2,171,555,7,2007,745000,4,78,4476
60,19378,7,5,2005,2006,2462,4,9,1,239,0,3,2006,320000,3,300,2462
20,17979,5,6,1968,1968,1160,3,6,0,81,0,2,2008,152500,1,0,1160
50,10678,8,5,1992,2000,2872,4,9,1,0,0,4,2007,285000,3,33,2872
50,7500,4,4,1920,1950,1128,2,6,0,30,0,4,2010,68400,1,164,1128
20,7697,7,6,2007,2007,1258,3,6,0,0,0,8,2007,173500,2,0,1258
20,8240,6,6,1960,1960,1179,2,5,0,0,0,6,2007,110000,1,0,1179
20,9037,8,5,2006,2006,1484,2,6,1,120,0,12,2007,265900,2,33,1484
120,3782,8,5,1981,1981,1226,1,4,2,133,0,9,2009,211500,1,78,1226
60,10557,9,5,1998,1998,3078,4,9,1,108,0,7,2007,410000,3,87,3078
160,2998,6,5,2000,2000,1524,2,4,0,0,0,6,2006,166000,3,32,1524
20,10680,5,3,1951,1951,2136,4,7,0,0,0,10,2006,137900,2,30,2136
50,6000,6,7,1940,1989,1672,3,6,1,0,0,7,2008,164900,2,11,1672
190,13600,5,5,1900,1950,2337,5,10,0,0,0,9,2007,90000,2,57,2337
80,10090,7,5,1963,1999,1651,4,6,2,460,0,10,2007,172000,2,211,1651
75,8400,5,8,1939,1997,2192,4,8,1,262,0,7,2008,179500,3,24,2192
120,4426,6,5,2004,2004,848,1,3,0,160,0,5,2010,143000,1,0,848
50,12513,4,4,1920,2007,1738,4,7,1,55,0,6,2009,104900,2,0,1738
90,9000,5,5,1974,1974,1792,4,8,0,0,0,6,2008,133000,4,45,1792
70,6858,6,4,1915,1950,1647,4,6,0,0,0,5,2010,128000,2,202,1647
60,10000,8,5,1995,1996,2090,3,8,1,0,0,12,2007,240000,3,65,2090
20,15602,7,8,1959,1997,1801,1,6,2,0,0,3,2010,289000,2,215,1801
80,7910,5,5,1960,1960,1507,4,7,0,0,0,8,2008,127000,2,0,1507
80,10246,4,9,1965,2001,960,0,3,0,88,0,5,2006,145000,0,0,960
50,14720,8,5,1995,1996,3238,4,9,1,283,0,3,2010,410000,3,86,3238
20,8334,6,5,2006,2007,1330,3,6,1,0,0,7,2007,167840,2,23,1330
80,7200,6,6,1976,1976,1125,3,6,1,296,0,10,2009,125000,1,0,1125
20,15256,8,5,2007,2007,1464,3,6,0,168,0,8,2007,282922,2,160,1464
60,8740,7,5,2002,2002,1995,4,8,1,264,0,7,2007,219500,3,48,1995
30,9259,4,4,1927,1950,756,2,4,0,80,0,6,2010,85000,1,0,756
60,11692,8,5,1993,1994,2232,3,8,1,173,0,10,2009,263550,3,165,2232
50,5680,5,3,1901,1950,1214,2,6,0,0,0,9,2007,117000,1,77,1214
20,8000,5,6,1959,1959,1256,3,6,0,0,0,5,2008,159000,2,240,1256
70,10266,6,6,1952,1952,1536,4,7,0,0,0,5,2008,136000,2,296,1536
190,10532,5,3,1960,1960,1721,3,7,2,50,0,12,2008,145000,2,84,1721
60,11184,6,5,1998,1998,1633,3,7,1,0,0,4,2008,183000,3,39,1633
20,9757,5,7,1994,1994,990,3,5,0,66,0,10,2009,143000,1,92,990
20,9742,8,5,2002,2002,1795,3,7,1,171,0,9,2008,230000,2,159,1795
60,13250,7,6,1978,1978,2050,4,8,1,192,0,5,2009,154000,3,192,2050
60,9452,8,5,1997,1998,2392,3,7,1,0,0,6,2006,348000,3,70,2392
20,8665,5,5,1968,1968,897,3,5,0,0,0,1,2007,115000,1,0,897
20,12469,9,5,2006,2007,1816,3,7,1,186,0,8,2007,356000,2,36,1816
60,13654,9,5,2005,2006,2758,4,9,1,282,0,5,2007,418000,3,55,2758
40,5400,6,7,1926,2004,1616,3,5,0,0,0,10,2007,152000,2,183,1616
70,9928,7,8,1915,1994,1944,3,8,0,24,0,6,2009,179900,2,28,1944
20,4403,7,5,2009,2009,1478,2,7,1,0,0,6,2010,222000,3,144,1478
90,18890,5,5,1977,1977,2620,4,12,1,155,0,8,2007,190000,4,169,2620
60,11050,9,5,2000,2000,2153,3,8,2,253,0,5,2009,313000,3,142,2153
70,5707,6,6,1935,1950,1242,3,6,1,329,0,3,2009,105000,2,96,1242
20,11900,6,5,1957,1957,1392,3,6,2,0,0,6,2008,166000,2,192,1392
60,9375,7,5,2003,2004,2094,4,8,1,182,0,11,2009,263000,3,182,2094
20,8750,5,5,1956,1956,1202,3,6,0,0,0,11,2009,120000,1,155,1202
70,9000,8,9,1890,2002,2268,3,7,0,0,0,4,2010,240000,3,108,2268
20,5820,3,8,1955,2005,1163,3,6,0,142,0,7,2006,126175,1,98,1163
70,11340,2,1,1920,1950,1086,2,5,0,0,0,11,2008,55000,1,168,1086
20,17500,6,5,1954,1954,1906,3,6,2,0,0,1,2009,224000,2,201,1906
20,6000,5,5,1948,1950,789,2,5,0,0,0,4,2008,115000,1,0,789
30,8263,6,5,1920,1950,1012,2,6,1,0,0,5,2007,118400,1,134,1012
75,9600,6,5,1917,1950,2058,3,8,1,0,0,4,2008,129500,2,259,2058
20,7450,5,5,1956,1956,1074,2,6,1,0,0,1,2007,124000,1,72,1074
20,10500,5,5,1964,1964,1292,3,6,2,0,0,7,2009,145100,2,124,1292
120,4435,6,5,2003,2003,848,1,3,0,140,0,3,2008,136500,1,0,848
190,13587,5,5,1958,1958,988,2,5,0,0,0,4,2010,119000,1,0,988
20,10175,6,5,1964,1964,1425,3,7,1,0,0,7,2008,180500,2,407,1425
50,23920,6,5,1984,1984,1822,4,7,1,0,444,4,2007,228500,2,1207,1822
70,4960,5,7,1930,1982,1654,3,7,1,244,0,5,2009,137000,2,60,1654
60,10240,8,5,2005,2005,2098,3,8,1,192,0,3,2006,275500,3,52,2098
50,16466,5,7,1955,1955,1393,3,8,0,121,0,4,2008,135500,2,265,1393
75,22950,10,9,1892,1993,3608,4,12,2,0,0,6,2006,475000,3,670,3608
20,11241,6,7,1970,1970,1004,2,5,1,0,0,3,2010,149000,1,0,1004
80,9880,6,6,1977,1977,1118,3,6,1,203,576,7,2008,171000,1,0,1118
90,6979,6,5,1980,1980,1056,0,4,0,264,0,6,2010,144000,0,56,1056
85,8445,5,7,1972,2007,768,2,5,0,58,0,3,2009,133000,1,0,768
50,12354,6,8,1920,2000,1196,3,7,0,0,0,8,2009,110000,1,46,1196
60,8094,6,8,1910,1983,1984,5,8,0,64,0,9,2008,160000,2,180,1984
20,8973,5,7,1958,1991,1053,3,6,0,0,0,7,2006,150000,2,260,1053
20,10655,8,5,2003,2004,1629,3,7,1,0,0,10,2009,284000,2,0,1629
20,16381,6,5,1969,1969,1844,3,7,1,0,0,12,2006,223000,2,289,1844
20,11727,7,6,1969,1969,1851,3,8,1,0,0,3,2006,192100,2,146,1851
30,13360,5,7,1921,2006,964,2,5,0,0,0,8,2009,163500,1,44,964
20,11577,9,5,2005,2006,1838,3,9,1,161,0,9,2006,359900,2,225,1838
20,14299,4,3,1964,1964,1005,3,5,0,0,0,7,2007,115400,1,0,1005
20,9196,7,5,2003,2003,1560,3,7,0,100,0,4,2010,201000,2,150,1560
120,7175,6,5,1990,1991,1332,2,5,0,0,0,2,2009,145000,2,60,1332
120,3523,8,5,2006,2007,1151,2,5,0,0,0,2,2007,166000,2,60,1151
30,9098,4,7,1920,2002,605,2,5,0,0,0,7,2007,86000,1,144,605
20,8712,5,5,1952,1952,1044,2,4,0,0,0,6,2010,55993,1,0,1044
30,8212,3,3,1914,1950,864,2,5,0,0,0,6,2010,58500,1,96,864
90,10307,6,5,1910,1950,1944,4,12,0,0,0,6,2009,103500,2,197,1944
120,3811,8,5,2004,2005,1646,2,5,1,128,0,5,2010,246000,2,208,1646
20,10656,8,5,2006,2007,1646,3,6,1,192,0,11,2007,248900,2,80,1646
70,8094,6,6,1915,1950,1768,3,8,0,0,0,6,2009,155000,2,150,1768
60,9066,8,5,1999,2000,1852,3,7,2,224,0,12,2008,230000,3,106,1852
50,9900,6,7,1940,1950,1489,3,7,1,335,0,7,2009,139500,2,0,1489
60,9780,7,9,1950,2005,1952,4,8,2,285,0,4,2007,212300,2,216,1952
20,8076,6,6,1993,1994,1169,3,6,1,0,0,7,2006,183500,2,170,1169
20,8475,4,7,1956,1956,952,2,4,0,0,0,4,2008,135750,1,0,952
60,11194,8,5,2000,2000,1936,3,7,1,188,0,11,2006,230500,3,124,1936
20,21750,5,4,1960,2006,1771,3,9,1,0,0,11,2009,115000,1,0,1771
20,10176,7,5,1990,1990,1341,2,5,1,192,0,2,2010,171500,2,0,1341
60,9375,7,5,1997,1998,2034,3,8,0,576,0,2,2009,219500,3,36,2034
90,7018,5,5,1979,1979,1224,2,6,2,120,0,6,2009,153337,2,0,1224
60,8640,7,5,2009,2009,1852,3,7,1,168,0,7,2009,252678,3,108,1852
20,10140,5,6,1975,1975,1074,3,6,0,0,0,7,2006,153500,2,88,1074
160,2308,6,5,1976,1976,1548,3,7,1,108,0,9,2009,146000,3,0,1548
20,11210,7,5,2005,2006,1614,3,7,0,144,0,7,2006,221500,2,59,1614
50,7642,7,8,1918,1998,1426,3,7,1,0,0,6,2007,189950,2,240,1426
20,7875,5,6,1961,1961,1144,3,6,0,0,0,9,2008,139950,1,0,1144
20,8100,5,8,1961,2007,864,3,5,1,132,0,7,2008,135000,1,0,864
20,10180,5,6,1968,1968,1044,3,5,1,200,0,6,2008,139000,2,48,1044
20,11249,6,5,1995,1995,1200,3,6,0,0,0,8,2007,177500,2,26,1200
60,10304,5,7,1976,1976,1868,4,9,1,448,0,10,2009,197500,3,96,1868
90,25000,5,4,1967,1967,1632,4,8,0,0,0,6,2007,143000,2,0,1632
20,11800,5,5,1974,1974,894,3,5,0,0,0,8,2007,131000,1,0,894
20,7311,2,5,1946,1950,407,1,3,0,76,0,3,2008,46500,1,120,407
50,17120,4,4,1959,1959,1588,4,7,1,0,0,7,2008,134432,2,59,1588
20,8400,4,4,1950,1950,841,2,4,0,250,0,9,2009,82000,1,24,841
20,7800,5,7,1966,2008,892,3,5,0,0,0,6,2010,137900,1,0,892
60,12460,7,5,1999,2000,2322,4,8,1,144,0,5,2008,225000,3,44,2322
85,8400,5,6,1968,1968,898,3,6,0,143,0,8,2006,140000,1,0,898
120,5389,8,5,1995,1996,1616,2,5,1,237,0,3,2010,236500,2,152,1616
20,13284,5,5,1954,1954,1383,3,6,1,511,0,6,2008,165000,1,116,1383
20,9803,7,5,2009,2010,1214,2,6,0,0,0,1,2010,179781,2,25,1214
60,12350,9,5,2009,2009,2690,3,8,1,0,0,7,2009,398800,3,197,2690
70,9863,6,6,1927,1950,1642,4,9,1,0,0,3,2007,145000,2,0,1642
60,7379,8,5,2000,2000,1848,3,7,1,280,0,4,2010,254000,3,184,1848
160,2058,6,5,1973,1973,1218,4,7,0,0,0,12,2007,113700,2,28,1218
50,6240,6,6,1931,1950,1367,3,6,1,0,0,11,2007,127500,1,120,1367
20,9680,5,6,1967,1967,1510,3,6,0,0,0,4,2010,178900,2,244,1510
60,9783,6,5,1996,1996,1776,3,7,1,286,0,5,2006,202000,3,116,1776
60,11250,7,5,1995,1996,1995,4,8,1,275,0,7,2006,237000,3,170,1995
60,9605,7,5,2006,2006,1977,3,7,0,240,0,7,2007,250000,3,53,1977
80,9600,5,7,1967,1967,1141,3,6,0,0,0,7,2006,158000,1,78,1141
50,9184,5,7,1948,2005,1323,3,6,0,0,0,7,2008,122600,1,0,1323
20,9360,6,7,1972,2006,1381,3,5,1,0,0,3,2010,197500,2,0,1381
70,10800,7,7,1890,1999,2495,5,10,1,0,0,12,2008,184000,2,299,2495
60,7800,7,5,2005,2005,1686,3,8,0,144,0,4,2006,184000,3,101,1686
20,10357,7,5,1990,1991,1442,3,6,1,0,0,5,2007,179900,2,244,1442
50,6488,5,5,1942,1950,1150,3,6,2,264,0,3,2006,128000,1,0,1150
190,9000,5,6,1951,1951,1396,4,8,0,0,0,10,2006,115000,2,0,1396
50,5150,4,7,1910,2000,1049,2,5,0,0,0,5,2008,80900,1,0,1049
60,10400,6,5,1972,1972,1790,4,8,1,148,0,11,2006,165150,3,147,1790
20,8712,5,7,1957,2000,1306,2,5,0,0,0,5,2009,153000,1,0,1306
85,10050,5,6,1966,1966,1280,3,6,1,140,0,6,2007,175000,2,40,1280
20,14780,9,5,2005,2005,1868,2,7,1,354,0,6,2006,415000,2,212,1868
20,10140,7,5,1998,1999,1680,3,7,1,78,0,6,2009,213250,2,73,1680
85,9129,5,5,1977,1977,1008,1,4,1,201,0,7,2007,153500,1,66,1008
60,7950,6,6,1977,1977,1426,3,6,0,252,0,7,2009,159500,2,0,1426
75,6204,4,5,1912,1950,2230,5,10,0,0,0,3,2006,118500,1,188,2230
50,9120,7,6,1925,1950,1820,4,8,0,0,0,6,2008,184000,2,100,1820
60,11796,7,5,2004,2005,1959,4,8,1,100,0,7,2007,215000,3,48,1959
70,6449,4,1,1907,1950,1884,4,7,0,0,0,3,2010,93369,2,239,1884
20,14536,8,5,2002,2003,1629,3,9,1,0,0,11,2007,270000,2,252,1629
20,15498,8,6,1976,1976,2898,2,10,1,0,0,5,2008,287000,2,246,2898
80,19255,6,5,1983,1983,1338,2,5,1,0,0,9,2009,156500,2,0,1338
120,3196,7,5,2003,2004,1557,2,7,1,143,0,10,2006,234000,2,20,1557
30,10800,4,6,1927,2007,968,4,5,0,0,0,8,2007,64500,2,0,968
20,17871,4,5,1995,1996,1680,4,7,0,152,0,6,2007,170000,2,0,1680
50,7008,4,8,1900,1998,720,1,5,0,0,0,3,2006,86900,1,70,720
20,7200,4,5,1950,1950,864,2,5,0,0,0,8,2006,105000,1,115,864
30,8777,3,6,1945,2007,640,2,5,0,0,0,4,2010,84900,1,0,640
20,10440,6,5,2005,2005,1468,2,6,1,0,0,5,2010,271500,2,318,1468
60,7861,6,5,2002,2003,1509,3,7,1,100,0,6,2006,183200,3,75,1509
80,9587,7,5,2005,2005,1166,2,5,0,212,0,7,2008,190000,2,0,1166
20,7930,6,8,1969,2005,1026,3,5,0,171,0,7,2009,156000,1,48,1026
60,12732,7,6,1974,1974,2067,3,7,2,297,0,6,2009,206000,3,40,2067
80,9600,6,7,1976,1994,1855,3,7,1,113,0,8,2007,187000,3,100,1855
20,9547,7,6,1993,1993,1594,2,6,1,190,0,7,2007,188500,2,80,1594
20,10750,8,5,1994,1995,2063,3,7,2,182,0,6,2009,315000,2,56,2063
20,7500,5,7,1959,2003,1040,3,6,0,0,0,7,2007,152000,1,0,1040
20,9170,5,7,1965,1965,1214,2,6,0,0,0,4,2007,140000,1,184,1214
160,3964,6,4,1973,1973,2521,5,10,1,728,0,6,2006,151400,3,20,2521
50,6120,3,5,1930,1950,1162,3,6,0,0,0,11,2006,75000,1,24,1162
160,1680,6,5,1972,1972,1092,3,6,0,352,0,10,2006,108000,2,0,1092
20,13870,10,5,2006,2007,2042,3,8,1,240,0,10,2007,455000,2,226,2042
90,8472,5,5,1963,1963,816,2,5,0,106,0,5,2010,110000,1,0,816
50,6000,4,6,1936,1950,1324,3,6,0,0,0,7,2009,128000,1,0,1324
20,9750,5,7,1994,1994,990,3,5,0,168,0,8,2008,155000,1,0,990
60,8125,7,5,2006,2007,1550,2,7,0,0,0,10,2009,241000,2,168,1550
50,7628,4,6,1940,1985,1656,2,8,0,187,0,5,2008,119164,2,0,1656
20,10206,3,3,1952,1952,944,2,4,0,0,0,7,2009,82000,1,0,944
80,14115,7,5,1980,1980,1472,3,6,2,233,0,6,2009,187500,2,48,1472
80,9125,7,5,1992,1992,1482,3,7,1,100,0,7,2007,163900,3,25,1482
50,12144,4,6,1950,1950,1521,3,6,0,199,0,9,2006,147500,2,168,1521
30,6291,6,6,1930,1950,768,1,4,0,0,0,7,2008,93850,1,84,768
60,8470,8,5,2002,2002,1811,3,7,1,225,0,10,2009,235000,3,48,1811
50,6240,5,7,1936,1980,1040,2,5,0,306,0,5,2010,123900,1,32,1040
20,12444,8,5,2008,2008,1932,2,7,1,0,0,11,2008,394617,2,370,1932
20,9650,6,5,1977,1977,1334,2,6,1,0,0,4,2009,167900,2,16,1334
20,8640,7,5,2008,2008,1402,3,7,0,205,0,5,2009,229800,2,126,1402
20,9250,5,7,1954,2005,1056,3,6,0,390,0,7,2007,139400,1,0,1056
20,12350,9,5,2008,2008,2020,3,7,1,192,0,5,2009,404000,2,98,2020
20,3182,7,5,2007,2007,1266,2,6,1,100,0,3,2008,159895,2,16,1266
190,7630,5,9,1900,1996,1812,4,8,1,344,0,5,2010,140000,2,40,1812
